-34972 56670.34677356 3.27E-05
-34218 56717.36835247 3.26E-05
-33722 56748.30036724 1.47E-05
-28077 57100.33871551 2.68E-05
-28064 57101.14945633 3.54E-05
-17687 57748.28884756 1.80E-05
-17686 57748.35119104 1.81E-05
-16822 57802.23271517 2.94E-05
-16819 57802.41981902 2.71E-05
-16387 57829.36056651 3.50E-05
-11399 58140.42647328 2.40E-05
-10440 58200.23245417 2.53E-05
-4953 58542.41740511 4.62E-05
-4349 58580.08455010 4.23E-05
0 58851.30060629 3.79E-05
304 58870.25888747 3.89E-05
306 58870.38363828 2.67E-05
319 58871.19431140 4.64E-05
320 58871.25675420 4.10E-05
353 58873.31469828 2.74E-05
355 58873.43943280 4.37E-05
463 58880.17462731 4.12E-05
930 58909.29802913 2.69E-05
1200 58926.13599003 4.56E-05
1280 58931.12503998 3.71E-05

